week,team,position,player,team_defense_frec,team_defense_safe,team_puntret_tds,team_points_allowed,team_kickret_tds,team_defense_tds,team_defense_int,team_defense_sk,team_defense_two_pt_return,defense_two_pt_return,receiving_rec,rushing_yds,receiving_yds,receiving_tds,rushing_tds,receiving_twoptm,rushing_twoptm,kicking_xpmade,fumbles_lost,passing_yds,passing_tds,passing_twoptm,passing_ints,kicking_fgm_yds,defense_fgblk,defense_safe
5.0,DAL,TE,J.Witten,,,,,,,,,,0.0,8.0,,61.0,0.0,,0.0,,,1.0,,,,,,,
5.0,DAL,WR,C.Beasley,,,,,,,,,,0.0,4.0,,23.0,2.0,,0.0,,,,,,,,,,
5.0,GB,OLB,A.Brooks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,K,D.Bailey,,,,,,,,,,0.0,,,,,,,,4.0,,,,,,43.0,,
5.0,DAL,DEF,J.Lewis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,QB,A.Rodgers,,,,,,,,,,0.0,,32.0,,,0.0,,0.0,,,221.0,3.0,0.0,0.0,,,
5.0,GB,WR,D.Adams,,,,,,,,,,0.0,7.0,,66.0,2.0,,0.0,,,,,,,,,,
5.0,DAL,CB,O.Scandrick,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,RB,A.Jones,,,,,,,,,,0.0,1.0,125.0,9.0,0.0,1.0,0.0,0.0,,,,,,,,,
5.0,GB,WR,R.Cobb,,,,,,,,,,0.0,4.0,,29.0,0.0,,0.0,,,,,,,,,,
5.0,DAL,SS,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,MLB,A.Hitchens,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,TE,L.Kendricks,,,,,,,,,,0.0,1.0,,24.0,0.0,,0.0,,,,,,,,,,
5.0,DAL,FS,B.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,FB,A.Ripkowski,,,,,,,,,,0.0,,2.0,,,0.0,,0.0,,,,,,,,,
5.0,DAL,WR,D.Bryant,,,,,,,,,,0.0,5.0,,52.0,1.0,,0.0,,,,,,,,,,
5.0,GB,DEF,J.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,RB,R.Smith,,,,,,,,,,0.0,1.0,,18.0,0.0,,0.0,,,,,,,,,,
5.0,DAL,DT,T.Crawford,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,DT,D.Irving,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,WR,R.Switzer,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,TE,G.Swaim,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,P,J.Vogel,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,CB,D.Randall,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,RB,A.Morris,,,,,,,,,,0.0,,10.0,,,0.0,,0.0,,,,,,,,,
5.0,DAL,TE,J.Hanna,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,CB,D.House,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,FB,K.Smith,,,,,,,,,,0.0,2.0,,10.0,0.0,,0.0,,,,,,,,,,
5.0,GB,DE,D.Lowry,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,DEF,C.Awuzie,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,ILB,D.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,TE,R.Rodgers,,,,,,,,,,0.0,1.0,,16.0,0.0,,0.0,,,,,,,,,,
5.0,DAL,CB,A.Brown,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,CB,J.Hawkins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,CB,Q.Rollins,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,DAL,OG,J.Cooper,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,DAL,DEF,J.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,OLB,K.Wilber,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,TE,M.Bennett,,,,,,,,,,0.0,3.0,,53.0,0.0,,0.0,,,,,,,,,,
5.0,GB,WR,J.Nelson,,,,,,,,,,0.0,2.0,,24.0,1.0,,0.0,,,,,,,,,,
5.0,DAL,DE,D.Lawrence,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,DT,M.Collins,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,WR,G.Allison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,DB,K.Brice,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,WR,T.Williams,,,,,,,,,,0.0,2.0,,14.0,0.0,,0.0,,,,,,,,,,
5.0,DAL,P,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,DE,B.Mayowa,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,RB,J.Williams,,,,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,,,,
5.0,GB,,J.McCray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,GB,WR,J.Janis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,,D.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,DAL,C,T.Frederick,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,
5.0,DAL,DEF,X.Woods,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,FB,J.Prosch,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,LB,B.Scarlett,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,K,K.Fairbairn,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,
5.0,KC,,A.Hunt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,RB,K.Hunt,,,,,,,,,,0.0,3.0,107.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,HOU,DE,J.Watt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,DEF,D.Cole,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,NT,D.Reader,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,DEF,Z.Cunningham,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,TE,T.Kelce,,,,,,,,,,0.0,8.0,,98.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,CB,J.Joseph,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,QB,A.Smith,,,,,,,,,,0.0,,19.0,,,0.0,,0.0,,,324.0,3.0,0.0,0.0,,,
5.0,KC,WR,D.Robinson,,,,,,,,,,0.0,1.0,,16.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,OLB,J.Clowney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,ILB,B.McKinney,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,FS,M.Gilchrist,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,WR,A.Wilson,,,,,,,,,,0.0,2.0,,18.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,FS,A.Hal,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,WR,C.Conley,,,,,,,,,,0.0,3.0,,46.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,,B.Dunn,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,K,H.Butker,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,202.0,,
5.0,HOU,RB,L.Miller,,,,,,,,,,0.0,2.0,74.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,KC,CB,E.Murray,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,DB,D.Sorensen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,WR,D.Hopkins,,,,,,,,,,0.0,4.0,,52.0,3.0,,0.0,,,,,,,,,,
5.0,HOU,QB,D.Watson,,,,,,,,,,0.0,,31.0,,,0.0,,1.0,,,261.0,5.0,0.0,0.0,,,
5.0,KC,CB,M.Peters,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,WR,C.Thompson,,,,,,,,,,0.0,1.0,,19.0,0.0,,0.0,,,,,,,,,,
5.0,KC,DE,A.Bailey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,OLB,F.Zombo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,TE,R.Griffin,,,,,,,,,,0.0,2.0,,22.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,T,C.Clark,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,DT,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,P,S.Lechler,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,WR,D.Thomas,,,,,,,,,,0.0,1.0,,10.0,1.0,,0.0,,,,,,,,,,
5.0,KC,WR,T.Hill,,,,,,,,,,0.0,4.0,,68.0,0.0,,0.0,,,,,,,,,,
5.0,KC,FB,A.Sherman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,TE,D.Harris,,,,,,,,,,0.0,3.0,,21.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,CB,K.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,ILB,D.Johnson,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,HOU,WR,W.Fuller V,,,,,,,,,,0.0,2.0,5.0,57.0,2.0,0.0,0.0,0.0,,,,,,,,,
5.0,HOU,DT,J.Heath,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,CB,J.Banks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,RB,C.West,,,,,,,,,,0.0,2.0,1.0,12.0,2.0,0.0,0.0,0.0,,,,,,,,,
5.0,HOU,RB,D.Foreman,,,,,,,,,,0.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,
5.0,HOU,DT,C.Covington,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,SS,R.Parker,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,CB,P.Gaines,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,DB,E.Pleasant,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,OT,B.Witzmann,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,WR,B.Ellington,,,,,,,,,,0.0,2.0,,30.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,G,X.Su'a-Filo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,DEF,T.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,OLB,J.Houston,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,DB,C.Moore,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,OL,C.Erving,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,TE,R.Travis,,,,,,,,,,0.0,2.0,,26.0,0.0,,0.0,,,0.0,,,,,,,
5.0,KC,P,D.Colquitt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,,T.Mitchell,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,DT,R.Miller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,WR,U.Eligwe,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,NT,B.Logan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,C,N.Martin,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,OLB,K.Pierre-Louis,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,KC,,J.Devey,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,HOU,TE,S.Anderson,,,,,,,,,,0.0,2.0,,63.0,0.0,,0.0,,,,,,,,,,
5.0,HOU,DEF,U.Kamalu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,,K.Forbath,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,52.0,,
5.0,MIN,DT,T.Johnson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,RB,Jo.Howard,,,,,,,,,,0.0,,76.0,,,0.0,,0.0,,,,,,,,,
5.0,CHI,QB,M.Trubisky,,,,,,,,,,0.0,,22.0,,,0.0,,1.0,,1.0,128.0,1.0,0.0,1.0,,,
5.0,MIN,CB,T.Waynes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,WR,K.Wright,,,,,,,,,,0.0,4.0,,46.0,0.0,,0.0,,,,,,,,,,
5.0,MIN,DT,L.Joseph,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,
5.0,CHI,TE,D.Sims,,,,,,,,,,0.0,1.0,,17.0,0.0,,0.0,,,,,,,,,,
5.0,CHI,RB,T.Cohen,,,,,,,,,,0.0,1.0,13.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,MIN,CB,T.Newman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,OG,C.Whitehair,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,RB,B.Cunningham,,,,,,,,,,0.0,2.0,4.0,43.0,1.0,0.0,0.0,0.0,,,,,,,,,
5.0,MIN,MLB,E.Kendricks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,P,P.O'Donnell,,,,,,,,,,0.0,,,,,,,,,,38.0,1.0,0.0,0.0,,,
5.0,MIN,WR,S.Diggs,,,,,,,,,,0.0,1.0,,4.0,0.0,,0.0,,,,,,,,,,
5.0,MIN,QB,S.Bradford,,,,,,,,,,0.0,,,,,,,,,,36.0,0.0,0.0,0.0,,,
5.0,CHI,ILB,C.Jones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,DEF,E.Jackson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,RB,L.Murray,,,,,,,,,,0.0,2.0,31.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,CHI,CB,B.Callahan,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,WR,A.Thielen,,,,,,,,,,0.0,5.0,11.0,34.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,CHI,DE,A.Hicks,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,,R.Quigley,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,SS,A.Harris,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,DEF,E.Wilson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,FS,H.Smith,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,OLB,A.Barr,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,TE,Z.Miller,,,,,,,,,,0.0,3.0,,39.0,1.0,,0.0,,,,,,,,,,
5.0,MIN,WR,C.Ham,,,,,,,,,,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,
5.0,MIN,CB,X.Rhodes,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,,T.McBride,,,,,,,,,,0.0,1.0,,18.0,0.0,,0.0,,,,,,,,,,
5.0,MIN,SS,A.Sendejo,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,DE,D.Hunter,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,CB,T.Brock,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,,J.Timu,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,OLB,L.Floyd,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0
5.0,MIN,CB,M.Sherels,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,WR,M.Wheaton,,,,,,,,,,0.0,1.0,,4.0,0.0,,0.0,,,,,,,,,,
5.0,CHI,T,C.Leno,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,CB,K.Fuller,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,FS,A.Amos,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,TE,K.Rudolph,,,,,,,,,,0.0,6.0,,45.0,1.0,,0.0,,,,,,,,,,
5.0,CHI,T,B.Massie,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,DE,B.Robison,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,OLB,S.Acho,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,FB,M.Burton,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,DE,M.Unrein,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,RB,J.McKinnon,,,,,,,,,,0.0,6.0,95.0,51.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,
5.0,CHI,DB,P.Amukamara,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,DE,E.Griffen,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,OLB,K.Brothers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,WR,D.Thompson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,QB,C.Keenum,,,,,,,,,,0.0,,22.0,,,0.0,,0.0,,,140.0,1.0,0.0,0.0,,,
5.0,MIN,T,M.Remmers,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,K,C.Barth,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,
5.0,CHI,OLB,J.Anderson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,NT,E.Goldman,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,OLB,P.McPhee,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,DT,J.Bullard,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,CHI,FS,D.Houston-Carson,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,WR,M.Floyd,,,,,,,,,,0.0,1.0,,19.0,0.0,,0.0,,,,,,,,,,
5.0,MIN,DEF,S.Weatherly,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
5.0,MIN,DEF,B.Gedeon,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
